,Region,Altersgruppe,Inzidenz,Jahr,Woche,risk_groups,Fallzahl,Inzidenz_cumsum,Time,cumsum
905,Baden-Württemberg,60-199,9e-05,2024,20,Chronische Leberkrankheit,18,0.25379,2024-05-13,0.00075
953,Baden-Württemberg,60-199,0.00016,2024,21,Chronische Leberkrankheit,31,0.25395,2024-05-20,0.00091
994,Baden-Württemberg,60-199,0.00016,2024,22,Chronische Leberkrankheit,31,0.25411,2024-05-27,0.00107
1035,Baden-Württemberg,60-199,0.00028000000000000003,2024,23,Chronische Leberkrankheit,55,0.25439,2024-06-03,0.00135
1070,Baden-Württemberg,60-199,0.00022,2024,24,Chronische Leberkrankheit,43,0.25461,2024-06-10,0.00157
1107,Baden-Württemberg,60-199,0.00032,2024,25,Chronische Leberkrankheit,62,0.25493,2024-06-17,0.0018900000000000002
1144,Baden-Württemberg,60-199,0.00028000000000000003,2024,26,Chronische Leberkrankheit,55,0.25521,2024-06-24,0.00217
1182,Baden-Württemberg,60-199,0.00032,2024,27,Chronische Leberkrankheit,62,0.25553,2024-07-01,0.00249
1215,Baden-Württemberg,60-199,0.00019,2024,28,Chronische Leberkrankheit,37,0.25572,2024-07-08,0.00268
1251,Baden-Württemberg,60-199,0.00016,2024,29,Chronische Leberkrankheit,31,0.25588,2024-07-15,0.00284
1284,Baden-Württemberg,60-199,0.00025,2024,30,Chronische Leberkrankheit,49,0.25613,2024-07-22,0.0030900000000000003
1323,Baden-Württemberg,60-199,0.00028000000000000003,2024,31,Chronische Leberkrankheit,55,0.25641,2024-07-29,0.00337
1348,Baden-Württemberg,60-199,0.00022,2024,32,Chronische Leberkrankheit,43,0.25663,2024-08-05,0.0035900000000000003
1380,Baden-Württemberg,60-199,0.00016,2024,33,Chronische Leberkrankheit,31,0.25679,2024-08-12,0.0037500000000000003
1418,Baden-Württemberg,60-199,9e-05,2024,34,Chronische Leberkrankheit,18,0.25688,2024-08-19,0.00384
1450,Baden-Württemberg,60-199,0.00013,2024,35,Chronische Leberkrankheit,24,0.25701,2024-08-26,0.0039700000000000004
1485,Baden-Württemberg,60-199,0.00032,2024,36,Chronische Leberkrankheit,62,0.25733,2024-09-02,0.00429
1522,Baden-Württemberg,60-199,0.00032,2024,37,Chronische Leberkrankheit,62,0.25765,2024-09-09,0.00461
1554,Baden-Württemberg,60-199,0.00032,2024,38,Chronische Leberkrankheit,62,0.25797000000000003,2024-09-16,0.00493
1589,Baden-Württemberg,60-199,0.00028000000000000003,2024,39,Chronische Leberkrankheit,55,0.25825,2024-09-23,0.00521
1629,Baden-Württemberg,60-199,0.00038,2024,40,Chronische Leberkrankheit,74,0.25863,2024-09-30,0.00559
1666,Baden-Württemberg,60-199,0.00051,2024,41,Chronische Leberkrankheit,99,0.25914,2024-10-07,0.0061
1707,Baden-Württemberg,60-199,0.00047,2024,42,Chronische Leberkrankheit,93,0.25961,2024-10-14,0.00657
1749,Baden-Württemberg,60-199,0.00044,2024,43,Chronische Leberkrankheit,86,0.26005,2024-10-21,0.007010000000000001
1792,Baden-Württemberg,60-199,0.00032,2024,44,Chronische Leberkrankheit,62,0.26037,2024-10-28,0.007330000000000001
1831,Baden-Württemberg,60-199,0.00028000000000000003,2024,45,Chronische Leberkrankheit,55,0.26065,2024-11-04,0.0076100000000000004
1874,Baden-Württemberg,60-199,0.00057,2024,46,Chronische Leberkrankheit,111,0.26122,2024-11-11,0.00818
1917,Baden-Württemberg,60-199,0.00054,2024,47,Chronische Leberkrankheit,105,0.26176,2024-11-18,0.00872
1962,Baden-Württemberg,60-199,0.00098,2024,48,Chronische Leberkrankheit,192,0.26274000000000003,2024-11-25,0.0097
2009,Baden-Württemberg,60-199,0.00073,2024,49,Chronische Leberkrankheit,142,0.26347,2024-12-02,0.01043
2057,Baden-Württemberg,60-199,0.00136,2024,50,Chronische Leberkrankheit,266,0.26483,2024-12-09,0.01179
2104,Baden-Württemberg,60-199,0.00228,2024,51,Chronische Leberkrankheit,446,0.26711,2024-12-16,0.01407
2151,Baden-Württemberg,60-199,0.00297,2024,52,Chronische Leberkrankheit,582,0.27008,2024-12-23,0.01704
2199,Baden-Württemberg,60-199,0.00744,2025,1,Chronische Leberkrankheit,1457,0.27752,2024-12-30,0.024480000000000002
2247,Baden-Württemberg,60-199,0.01266,2025,2,Chronische Leberkrankheit,2480,0.29018,2025-01-06,0.03714
2295,Baden-Württemberg,60-199,0.0143,2025,3,Chronische Leberkrankheit,2802,0.30448000000000003,2025-01-13,0.05144
2343,Baden-Württemberg,60-199,0.02332,2025,4,Chronische Leberkrankheit,4569,0.3278,2025-01-20,0.07476
2391,Baden-Württemberg,60-199,0.03332,2025,5,Chronische Leberkrankheit,6528,0.36112,2025-01-27,0.10808000000000001
2439,Baden-Württemberg,60-199,0.03304,2025,6,Chronische Leberkrankheit,6472,0.39416,2025-02-03,0.14112
2487,Baden-Württemberg,60-199,0.03187,2025,7,Chronische Leberkrankheit,6243,0.42603,2025-02-10,0.17299
2535,Baden-Württemberg,60-199,0.02554,2025,8,Chronische Leberkrankheit,5003,0.45157,2025-02-17,0.19853
2583,Baden-Württemberg,60-199,0.02437,2025,9,Chronische Leberkrankheit,4774,0.47594000000000003,2025-02-24,0.22290000000000001
5260,Baden-Württemberg,60-199,0.01051,2024,1,Diabetes T1,2390,0.01051,2024-01-01,0.01051
5308,Baden-Württemberg,60-199,0.0088,2024,2,Diabetes T1,2001,0.01931,2024-01-08,0.01931
5356,Baden-Württemberg,60-199,0.01636,2024,3,Diabetes T1,3722,0.03567,2024-01-15,0.03567
5404,Baden-Württemberg,60-199,0.03016,2024,4,Diabetes T1,6861,0.06583,2024-01-22,0.06583
5452,Baden-Württemberg,60-199,0.04342,2024,5,Diabetes T1,9878,0.10925,2024-01-29,0.10925
5500,Baden-Württemberg,60-199,0.04671,2024,6,Diabetes T1,10627,0.15596,2024-02-05,0.15596
5548,Baden-Württemberg,60-199,0.03427,2024,7,Diabetes T1,7797,0.19023,2024-02-12,0.19023
5596,Baden-Württemberg,60-199,0.02816,2024,8,Diabetes T1,6408,0.21839,2024-02-19,0.21839
5644,Baden-Württemberg,60-199,0.0137,2024,9,Diabetes T1,3117,0.23209000000000002,2024-02-26,0.23209000000000002
5692,Baden-Württemberg,60-199,0.00728,2024,10,Diabetes T1,1656,0.23937,2024-03-04,0.23937
5740,Baden-Württemberg,60-199,0.00421,2024,11,Diabetes T1,957,0.24358000000000002,2024-03-11,0.24358000000000002
5788,Baden-Württemberg,60-199,0.0025,2024,12,Diabetes T1,568,0.24608,2024-03-18,0.24608
5836,Baden-Württemberg,60-199,0.00174,2024,13,Diabetes T1,396,0.24782,2024-03-25,0.24782
5884,Baden-Württemberg,60-199,0.00095,2024,14,Diabetes T1,216,0.24877,2024-04-01,0.24877
5932,Baden-Württemberg,60-199,0.0007,2024,15,Diabetes T1,158,0.24947,2024-04-08,0.24947
5977,Baden-Württemberg,60-199,0.00047,2024,16,Diabetes T1,108,0.24994,2024-04-15,0.24994
6024,Baden-Württemberg,60-199,0.00206,2024,17,Diabetes T1,468,0.252,2024-04-22,0.252
6070,Baden-Württemberg,60-199,0.00104,2024,18,Diabetes T1,237,0.25304,2024-04-29,0.25304
6116,Baden-Württemberg,60-199,0.00066,2024,19,Diabetes T1,151,0.2537,2024-05-06,0.00066
6163,Baden-Württemberg,60-199,9e-05,2024,20,Diabetes T1,21,0.25379,2024-05-13,0.00075
6211,Baden-Württemberg,60-199,0.00016,2024,21,Diabetes T1,36,0.25395,2024-05-20,0.00091
6252,Baden-Württemberg,60-199,0.00016,2024,22,Diabetes T1,36,0.25411,2024-05-27,0.00107
6293,Baden-Württemberg,60-199,0.00028000000000000003,2024,23,Diabetes T1,64,0.25439,2024-06-03,0.00135
6328,Baden-Württemberg,60-199,0.00022,2024,24,Diabetes T1,50,0.25461,2024-06-10,0.00157
6365,Baden-Württemberg,60-199,0.00032,2024,25,Diabetes T1,72,0.25493,2024-06-17,0.0018900000000000002
6402,Baden-Württemberg,60-199,0.00028000000000000003,2024,26,Diabetes T1,64,0.25521,2024-06-24,0.00217
6440,Baden-Württemberg,60-199,0.00032,2024,27,Diabetes T1,72,0.25553,2024-07-01,0.00249
6473,Baden-Württemberg,60-199,0.00019,2024,28,Diabetes T1,43,0.25572,2024-07-08,0.00268
6509,Baden-Württemberg,60-199,0.00016,2024,29,Diabetes T1,36,0.25588,2024-07-15,0.00284
6542,Baden-Württemberg,60-199,0.00025,2024,30,Diabetes T1,57,0.25613,2024-07-22,0.0030900000000000003
6581,Baden-Württemberg,60-199,0.00028000000000000003,2024,31,Diabetes T1,64,0.25641,2024-07-29,0.00337
6606,Baden-Württemberg,60-199,0.00022,2024,32,Diabetes T1,50,0.25663,2024-08-05,0.0035900000000000003
6638,Baden-Württemberg,60-199,0.00016,2024,33,Diabetes T1,36,0.25679,2024-08-12,0.0037500000000000003
6676,Baden-Württemberg,60-199,9e-05,2024,34,Diabetes T1,21,0.25688,2024-08-19,0.00384
6708,Baden-Württemberg,60-199,0.00013,2024,35,Diabetes T1,28,0.25701,2024-08-26,0.0039700000000000004
6743,Baden-Württemberg,60-199,0.00032,2024,36,Diabetes T1,72,0.25733,2024-09-02,0.00429
6780,Baden-Württemberg,60-199,0.00032,2024,37,Diabetes T1,72,0.25765,2024-09-09,0.00461
6812,Baden-Württemberg,60-199,0.00032,2024,38,Diabetes T1,72,0.25797000000000003,2024-09-16,0.00493
6847,Baden-Württemberg,60-199,0.00028000000000000003,2024,39,Diabetes T1,64,0.25825,2024-09-23,0.00521
6887,Baden-Württemberg,60-199,0.00038,2024,40,Diabetes T1,86,0.25863,2024-09-30,0.00559
6924,Baden-Württemberg,60-199,0.00051,2024,41,Diabetes T1,115,0.25914,2024-10-07,0.0061
6965,Baden-Württemberg,60-199,0.00047,2024,42,Diabetes T1,108,0.25961,2024-10-14,0.00657
7007,Baden-Württemberg,60-199,0.00044,2024,43,Diabetes T1,100,0.26005,2024-10-21,0.007010000000000001
7050,Baden-Württemberg,60-199,0.00032,2024,44,Diabetes T1,72,0.26037,2024-10-28,0.007330000000000001
7089,Baden-Württemberg,60-199,0.00028000000000000003,2024,45,Diabetes T1,64,0.26065,2024-11-04,0.0076100000000000004
7132,Baden-Württemberg,60-199,0.00057,2024,46,Diabetes T1,129,0.26122,2024-11-11,0.00818
7175,Baden-Württemberg,60-199,0.00054,2024,47,Diabetes T1,122,0.26176,2024-11-18,0.00872
7220,Baden-Württemberg,60-199,0.00098,2024,48,Diabetes T1,223,0.26274000000000003,2024-11-25,0.0097
7267,Baden-Württemberg,60-199,0.00073,2024,49,Diabetes T1,165,0.26347,2024-12-02,0.01043
7315,Baden-Württemberg,60-199,0.00136,2024,50,Diabetes T1,309,0.26483,2024-12-09,0.01179
7362,Baden-Württemberg,60-199,0.00228,2024,51,Diabetes T1,518,0.26711,2024-12-16,0.01407
7409,Baden-Württemberg,60-199,0.00297,2024,52,Diabetes T1,676,0.27008,2024-12-23,0.01704
7457,Baden-Württemberg,60-199,0.00744,2025,1,Diabetes T1,1692,0.27752,2024-12-30,0.024480000000000002
7505,Baden-Württemberg,60-199,0.01266,2025,2,Diabetes T1,2880,0.29018,2025-01-06,0.03714
7553,Baden-Württemberg,60-199,0.0143,2025,3,Diabetes T1,3254,0.30448000000000003,2025-01-13,0.05144
7601,Baden-Württemberg,60-199,0.02332,2025,4,Diabetes T1,5306,0.3278,2025-01-20,0.07476
7649,Baden-Württemberg,60-199,0.03332,2025,5,Diabetes T1,7581,0.36112,2025-01-27,0.10808000000000001
7697,Baden-Württemberg,60-199,0.03304,2025,6,Diabetes T1,7516,0.39416,2025-02-03,0.14112
7745,Baden-Württemberg,60-199,0.03187,2025,7,Diabetes T1,7250,0.42603,2025-02-10,0.17299
7793,Baden-Württemberg,60-199,0.02554,2025,8,Diabetes T1,5810,0.45157,2025-02-17,0.19853
7841,Baden-Württemberg,60-199,0.02437,2025,9,Diabetes T1,5544,0.47594000000000003,2025-02-24,0.22290000000000001
7889,Baden-Württemberg,60-199,0.01051,2024,1,Diabetes T2,2390,0.01051,2024-01-01,0.01051
7937,Baden-Württemberg,60-199,0.0088,2024,2,Diabetes T2,2001,0.01931,2024-01-08,0.01931
7985,Baden-Württemberg,60-199,0.01636,2024,3,Diabetes T2,3722,0.03567,2024-01-15,0.03567
8033,Baden-Württemberg,60-199,0.03016,2024,4,Diabetes T2,6861,0.06583,2024-01-22,0.06583
8081,Baden-Württemberg,60-199,0.04342,2024,5,Diabetes T2,9878,0.10925,2024-01-29,0.10925
8129,Baden-Württemberg,60-199,0.04671,2024,6,Diabetes T2,10627,0.15596,2024-02-05,0.15596
8177,Baden-Württemberg,60-199,0.03427,2024,7,Diabetes T2,7797,0.19023,2024-02-12,0.19023
8225,Baden-Württemberg,60-199,0.02816,2024,8,Diabetes T2,6408,0.21839,2024-02-19,0.21839
8273,Baden-Württemberg,60-199,0.0137,2024,9,Diabetes T2,3117,0.23209000000000002,2024-02-26,0.23209000000000002
8321,Baden-Württemberg,60-199,0.00728,2024,10,Diabetes T2,1656,0.23937,2024-03-04,0.23937
8369,Baden-Württemberg,60-199,0.00421,2024,11,Diabetes T2,957,0.24358000000000002,2024-03-11,0.24358000000000002
8417,Baden-Württemberg,60-199,0.0025,2024,12,Diabetes T2,568,0.24608,2024-03-18,0.24608
8465,Baden-Württemberg,60-199,0.00174,2024,13,Diabetes T2,396,0.24782,2024-03-25,0.24782
8513,Baden-Württemberg,60-199,0.00095,2024,14,Diabetes T2,216,0.24877,2024-04-01,0.24877
8561,Baden-Württemberg,60-199,0.0007,2024,15,Diabetes T2,158,0.24947,2024-04-08,0.24947
8606,Baden-Württemberg,60-199,0.00047,2024,16,Diabetes T2,108,0.24994,2024-04-15,0.24994
8653,Baden-Württemberg,60-199,0.00206,2024,17,Diabetes T2,468,0.252,2024-04-22,0.252
8699,Baden-Württemberg,60-199,0.00104,2024,18,Diabetes T2,237,0.25304,2024-04-29,0.25304
8745,Baden-Württemberg,60-199,0.00066,2024,19,Diabetes T2,151,0.2537,2024-05-06,0.00066
8792,Baden-Württemberg,60-199,9e-05,2024,20,Diabetes T2,21,0.25379,2024-05-13,0.00075
8840,Baden-Württemberg,60-199,0.00016,2024,21,Diabetes T2,36,0.25395,2024-05-20,0.00091
8881,Baden-Württemberg,60-199,0.00016,2024,22,Diabetes T2,36,0.25411,2024-05-27,0.00107
8922,Baden-Württemberg,60-199,0.00028000000000000003,2024,23,Diabetes T2,64,0.25439,2024-06-03,0.00135
8957,Baden-Württemberg,60-199,0.00022,2024,24,Diabetes T2,50,0.25461,2024-06-10,0.00157
8994,Baden-Württemberg,60-199,0.00032,2024,25,Diabetes T2,72,0.25493,2024-06-17,0.0018900000000000002
9031,Baden-Württemberg,60-199,0.00028000000000000003,2024,26,Diabetes T2,64,0.25521,2024-06-24,0.00217
9069,Baden-Württemberg,60-199,0.00032,2024,27,Diabetes T2,72,0.25553,2024-07-01,0.00249
9102,Baden-Württemberg,60-199,0.00019,2024,28,Diabetes T2,43,0.25572,2024-07-08,0.00268
9138,Baden-Württemberg,60-199,0.00016,2024,29,Diabetes T2,36,0.25588,2024-07-15,0.00284
9171,Baden-Württemberg,60-199,0.00025,2024,30,Diabetes T2,57,0.25613,2024-07-22,0.0030900000000000003
9210,Baden-Württemberg,60-199,0.00028000000000000003,2024,31,Diabetes T2,64,0.25641,2024-07-29,0.00337
9235,Baden-Württemberg,60-199,0.00022,2024,32,Diabetes T2,50,0.25663,2024-08-05,0.0035900000000000003
9267,Baden-Württemberg,60-199,0.00016,2024,33,Diabetes T2,36,0.25679,2024-08-12,0.0037500000000000003
9305,Baden-Württemberg,60-199,9e-05,2024,34,Diabetes T2,21,0.25688,2024-08-19,0.00384
9337,Baden-Württemberg,60-199,0.00013,2024,35,Diabetes T2,28,0.25701,2024-08-26,0.0039700000000000004
9372,Baden-Württemberg,60-199,0.00032,2024,36,Diabetes T2,72,0.25733,2024-09-02,0.00429
9409,Baden-Württemberg,60-199,0.00032,2024,37,Diabetes T2,72,0.25765,2024-09-09,0.00461
9441,Baden-Württemberg,60-199,0.00032,2024,38,Diabetes T2,72,0.25797000000000003,2024-09-16,0.00493
9476,Baden-Württemberg,60-199,0.00028000000000000003,2024,39,Diabetes T2,64,0.25825,2024-09-23,0.00521
9516,Baden-Württemberg,60-199,0.00038,2024,40,Diabetes T2,86,0.25863,2024-09-30,0.00559
9553,Baden-Württemberg,60-199,0.00051,2024,41,Diabetes T2,115,0.25914,2024-10-07,0.0061
9594,Baden-Württemberg,60-199,0.00047,2024,42,Diabetes T2,108,0.25961,2024-10-14,0.00657
9636,Baden-Württemberg,60-199,0.00044,2024,43,Diabetes T2,100,0.26005,2024-10-21,0.007010000000000001
9679,Baden-Württemberg,60-199,0.00032,2024,44,Diabetes T2,72,0.26037,2024-10-28,0.007330000000000001
9718,Baden-Württemberg,60-199,0.00028000000000000003,2024,45,Diabetes T2,64,0.26065,2024-11-04,0.0076100000000000004
9761,Baden-Württemberg,60-199,0.00057,2024,46,Diabetes T2,129,0.26122,2024-11-11,0.00818
9804,Baden-Württemberg,60-199,0.00054,2024,47,Diabetes T2,122,0.26176,2024-11-18,0.00872
9849,Baden-Württemberg,60-199,0.00098,2024,48,Diabetes T2,223,0.26274000000000003,2024-11-25,0.0097
9896,Baden-Württemberg,60-199,0.00073,2024,49,Diabetes T2,165,0.26347,2024-12-02,0.01043
9944,Baden-Württemberg,60-199,0.00136,2024,50,Diabetes T2,309,0.26483,2024-12-09,0.01179
9991,Baden-Württemberg,60-199,0.00228,2024,51,Diabetes T2,518,0.26711,2024-12-16,0.01407
10038,Baden-Württemberg,60-199,0.00297,2024,52,Diabetes T2,676,0.27008,2024-12-23,0.01704
10086,Baden-Württemberg,60-199,0.00744,2025,1,Diabetes T2,1692,0.27752,2024-12-30,0.024480000000000002
10134,Baden-Württemberg,60-199,0.01266,2025,2,Diabetes T2,2880,0.29018,2025-01-06,0.03714
10182,Baden-Württemberg,60-199,0.0143,2025,3,Diabetes T2,3254,0.30448000000000003,2025-01-13,0.05144
10230,Baden-Württemberg,60-199,0.02332,2025,4,Diabetes T2,5306,0.3278,2025-01-20,0.07476
10278,Baden-Württemberg,60-199,0.03332,2025,5,Diabetes T2,7581,0.36112,2025-01-27,0.10808000000000001
10326,Baden-Württemberg,60-199,0.03304,2025,6,Diabetes T2,7516,0.39416,2025-02-03,0.14112
10374,Baden-Württemberg,60-199,0.03187,2025,7,Diabetes T2,7250,0.42603,2025-02-10,0.17299
10422,Baden-Württemberg,60-199,0.02554,2025,8,Diabetes T2,5810,0.45157,2025-02-17,0.19853
10470,Baden-Württemberg,60-199,0.02437,2025,9,Diabetes T2,5544,0.47594000000000003,2025-02-24,0.22290000000000001
15776,Baden-Württemberg,60-199,0.01051,2024,1,Hypertonie,10557,0.01051,2024-01-01,0.01051
15824,Baden-Württemberg,60-199,0.0088,2024,2,Hypertonie,8840,0.01931,2024-01-08,0.01931
15872,Baden-Württemberg,60-199,0.01636,2024,3,Hypertonie,16440,0.03567,2024-01-15,0.03567
15920,Baden-Württemberg,60-199,0.03016,2024,4,Hypertonie,30305,0.06583,2024-01-22,0.06583
15968,Baden-Württemberg,60-199,0.04342,2024,5,Hypertonie,43629,0.10925,2024-01-29,0.10925
16016,Baden-Württemberg,60-199,0.04671,2024,6,Hypertonie,46936,0.15596,2024-02-05,0.15596
16064,Baden-Württemberg,60-199,0.03427,2024,7,Hypertonie,34439,0.19023,2024-02-12,0.19023
16112,Baden-Württemberg,60-199,0.02816,2024,8,Hypertonie,28302,0.21839,2024-02-19,0.21839
16160,Baden-Württemberg,60-199,0.0137,2024,9,Hypertonie,13769,0.23209000000000002,2024-02-26,0.23209000000000002
16208,Baden-Württemberg,60-199,0.00728,2024,10,Hypertonie,7314,0.23937,2024-03-04,0.23937
16256,Baden-Württemberg,60-199,0.00421,2024,11,Hypertonie,4229,0.24358000000000002,2024-03-11,0.24358000000000002
16304,Baden-Württemberg,60-199,0.0025,2024,12,Hypertonie,2512,0.24608,2024-03-18,0.24608
16352,Baden-Württemberg,60-199,0.00174,2024,13,Hypertonie,1749,0.24782,2024-03-25,0.24782
16400,Baden-Württemberg,60-199,0.00095,2024,14,Hypertonie,954,0.24877,2024-04-01,0.24877
16448,Baden-Württemberg,60-199,0.0007,2024,15,Hypertonie,699,0.24947,2024-04-08,0.24947
16493,Baden-Württemberg,60-199,0.00047,2024,16,Hypertonie,477,0.24994,2024-04-15,0.24994
16540,Baden-Württemberg,60-199,0.00206,2024,17,Hypertonie,2067,0.252,2024-04-22,0.252
16586,Baden-Württemberg,60-199,0.00104,2024,18,Hypertonie,1049,0.25304,2024-04-29,0.25304
16632,Baden-Württemberg,60-199,0.00066,2024,19,Hypertonie,667,0.2537,2024-05-06,0.00066
16679,Baden-Württemberg,60-199,9e-05,2024,20,Hypertonie,95,0.25379,2024-05-13,0.00075
16727,Baden-Württemberg,60-199,0.00016,2024,21,Hypertonie,159,0.25395,2024-05-20,0.00091
16768,Baden-Württemberg,60-199,0.00016,2024,22,Hypertonie,159,0.25411,2024-05-27,0.00107
16809,Baden-Württemberg,60-199,0.00028000000000000003,2024,23,Hypertonie,286,0.25439,2024-06-03,0.00135
16844,Baden-Württemberg,60-199,0.00022,2024,24,Hypertonie,222,0.25461,2024-06-10,0.00157
16881,Baden-Württemberg,60-199,0.00032,2024,25,Hypertonie,318,0.25493,2024-06-17,0.0018900000000000002
16918,Baden-Württemberg,60-199,0.00028000000000000003,2024,26,Hypertonie,286,0.25521,2024-06-24,0.00217
16956,Baden-Württemberg,60-199,0.00032,2024,27,Hypertonie,318,0.25553,2024-07-01,0.00249
16989,Baden-Württemberg,60-199,0.00019,2024,28,Hypertonie,190,0.25572,2024-07-08,0.00268
17025,Baden-Württemberg,60-199,0.00016,2024,29,Hypertonie,159,0.25588,2024-07-15,0.00284
17058,Baden-Württemberg,60-199,0.00025,2024,30,Hypertonie,254,0.25613,2024-07-22,0.0030900000000000003
17097,Baden-Württemberg,60-199,0.00028000000000000003,2024,31,Hypertonie,286,0.25641,2024-07-29,0.00337
17122,Baden-Württemberg,60-199,0.00022,2024,32,Hypertonie,222,0.25663,2024-08-05,0.0035900000000000003
17154,Baden-Württemberg,60-199,0.00016,2024,33,Hypertonie,159,0.25679,2024-08-12,0.0037500000000000003
17192,Baden-Württemberg,60-199,9e-05,2024,34,Hypertonie,95,0.25688,2024-08-19,0.00384
17224,Baden-Württemberg,60-199,0.00013,2024,35,Hypertonie,127,0.25701,2024-08-26,0.0039700000000000004
17259,Baden-Württemberg,60-199,0.00032,2024,36,Hypertonie,318,0.25733,2024-09-02,0.00429
17296,Baden-Württemberg,60-199,0.00032,2024,37,Hypertonie,318,0.25765,2024-09-09,0.00461
17328,Baden-Württemberg,60-199,0.00032,2024,38,Hypertonie,318,0.25797000000000003,2024-09-16,0.00493
17363,Baden-Württemberg,60-199,0.00028000000000000003,2024,39,Hypertonie,286,0.25825,2024-09-23,0.00521
17403,Baden-Württemberg,60-199,0.00038,2024,40,Hypertonie,381,0.25863,2024-09-30,0.00559
17440,Baden-Württemberg,60-199,0.00051,2024,41,Hypertonie,508,0.25914,2024-10-07,0.0061
17481,Baden-Württemberg,60-199,0.00047,2024,42,Hypertonie,477,0.25961,2024-10-14,0.00657
17523,Baden-Württemberg,60-199,0.00044,2024,43,Hypertonie,445,0.26005,2024-10-21,0.007010000000000001
17566,Baden-Württemberg,60-199,0.00032,2024,44,Hypertonie,318,0.26037,2024-10-28,0.007330000000000001
17605,Baden-Württemberg,60-199,0.00028000000000000003,2024,45,Hypertonie,286,0.26065,2024-11-04,0.0076100000000000004
17648,Baden-Württemberg,60-199,0.00057,2024,46,Hypertonie,572,0.26122,2024-11-11,0.00818
17691,Baden-Württemberg,60-199,0.00054,2024,47,Hypertonie,540,0.26176,2024-11-18,0.00872
17736,Baden-Württemberg,60-199,0.00098,2024,48,Hypertonie,985,0.26274000000000003,2024-11-25,0.0097
17783,Baden-Württemberg,60-199,0.00073,2024,49,Hypertonie,731,0.26347,2024-12-02,0.01043
17831,Baden-Württemberg,60-199,0.00136,2024,50,Hypertonie,1367,0.26483,2024-12-09,0.01179
17878,Baden-Württemberg,60-199,0.00228,2024,51,Hypertonie,2289,0.26711,2024-12-16,0.01407
17925,Baden-Württemberg,60-199,0.00297,2024,52,Hypertonie,2989,0.27008,2024-12-23,0.01704
17973,Baden-Württemberg,60-199,0.00744,2025,1,Hypertonie,7473,0.27752,2024-12-30,0.024480000000000002
18021,Baden-Württemberg,60-199,0.01266,2025,2,Hypertonie,12720,0.29018,2025-01-06,0.03714
18069,Baden-Württemberg,60-199,0.0143,2025,3,Hypertonie,14373,0.30448000000000003,2025-01-13,0.05144
18117,Baden-Württemberg,60-199,0.02332,2025,4,Hypertonie,23436,0.3278,2025-01-20,0.07476
18165,Baden-Württemberg,60-199,0.03332,2025,5,Hypertonie,33485,0.36112,2025-01-27,0.10808000000000001
18213,Baden-Württemberg,60-199,0.03304,2025,6,Hypertonie,33199,0.39416,2025-02-03,0.14112
18261,Baden-Württemberg,60-199,0.03187,2025,7,Hypertonie,32022,0.42603,2025-02-10,0.17299
18309,Baden-Württemberg,60-199,0.02554,2025,8,Hypertonie,25662,0.45157,2025-02-17,0.19853
18357,Baden-Württemberg,60-199,0.02437,2025,9,Hypertonie,24486,0.47594000000000003,2025-02-24,0.22290000000000001
18405,Baden-Württemberg,60-199,0.01051,2024,1,keine,9495,0.01051,2024-01-01,0.01051
18453,Baden-Württemberg,60-199,0.0088,2024,2,keine,7950,0.01931,2024-01-08,0.01931
18501,Baden-Württemberg,60-199,0.01636,2024,3,keine,14786,0.03567,2024-01-15,0.03567
18549,Baden-Württemberg,60-199,0.03016,2024,4,keine,27255,0.06583,2024-01-22,0.06583
18597,Baden-Württemberg,60-199,0.04342,2024,5,keine,39239,0.10925,2024-01-29,0.10925
18645,Baden-Württemberg,60-199,0.04671,2024,6,keine,42213,0.15596,2024-02-05,0.15596
18693,Baden-Württemberg,60-199,0.03427,2024,7,keine,30973,0.19023,2024-02-12,0.19023
18741,Baden-Württemberg,60-199,0.02816,2024,8,keine,25454,0.21839,2024-02-19,0.21839
18789,Baden-Württemberg,60-199,0.0137,2024,9,keine,12383,0.23209000000000002,2024-02-26,0.23209000000000002
18837,Baden-Württemberg,60-199,0.00728,2024,10,keine,6578,0.23937,2024-03-04,0.23937
18885,Baden-Württemberg,60-199,0.00421,2024,11,keine,3803,0.24358000000000002,2024-03-11,0.24358000000000002
18933,Baden-Württemberg,60-199,0.0025,2024,12,keine,2259,0.24608,2024-03-18,0.24608
18981,Baden-Württemberg,60-199,0.00174,2024,13,keine,1573,0.24782,2024-03-25,0.24782
19029,Baden-Württemberg,60-199,0.00095,2024,14,keine,858,0.24877,2024-04-01,0.24877
19077,Baden-Württemberg,60-199,0.0007,2024,15,keine,629,0.24947,2024-04-08,0.24947
19122,Baden-Württemberg,60-199,0.00047,2024,16,keine,429,0.24994,2024-04-15,0.24994
19169,Baden-Württemberg,60-199,0.00206,2024,17,keine,1859,0.252,2024-04-22,0.252
19215,Baden-Württemberg,60-199,0.00104,2024,18,keine,943,0.25304,2024-04-29,0.25304
19261,Baden-Württemberg,60-199,0.00066,2024,19,keine,600,0.2537,2024-05-06,0.00066
19308,Baden-Württemberg,60-199,9e-05,2024,20,keine,85,0.25379,2024-05-13,0.00075
19356,Baden-Württemberg,60-199,0.00016,2024,21,keine,143,0.25395,2024-05-20,0.00091
19397,Baden-Württemberg,60-199,0.00016,2024,22,keine,143,0.25411,2024-05-27,0.00107
19438,Baden-Württemberg,60-199,0.00028000000000000003,2024,23,keine,257,0.25439,2024-06-03,0.00135
