week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;risk_groups;absolute;extrapolated
2024-36;Bayern;Region Süd;1;f;60-199;89111;GKV;Diabetes T2;1;46
2024-36;Bayern;Region Süd;1;f;60-199;89111;GKV;Hypertonie;1;46
2024-36;Bayern;Region Süd;1;f;60-199;89111;GKV;nan;8;367
2024-36;Bayern;Region Süd;1;m;30-59;89112;GKV;nan;2;92
2024-36;Bayern;Region Süd;1;m;60-199;2;PKV;nan;1;46
2024-36;Bayern;Region Süd;1;m;60-199;89111;GKV;COPD;1;46
2024-36;Bayern;Region Süd;1;m;60-199;89111;GKV;Chronische Herzkreislauf;1;46
2024-36;Bayern;Region Süd;1;m;60-199;89111;GKV;Diabetes T2;2;92
2024-36;Bayern;Region Süd;1;m;60-199;89111;GKV;nan;10;459
2024-36;Bayern;Region Süd;3;f;30-59;89112;GKV;nan;1;63
2024-36;Bayern;Region Süd;3;m;30-59;89112;GKV;nan;4;251
2024-36;Bayern;Region Süd;3;m;60-199;89111;GKV;nan;1;63
2024-36;Berlin;Region Ost;1;f;30-59;89112;GKV;nan;1;51
2024-36;Berlin;Region Ost;1;f;60-199;89111;GKV;nan;4;202
2024-36;Berlin;Region Ost;1;f;60-199;89112;GKV;nan;1;51
2024-36;Berlin;Region Ost;1;m;30-59;89112;GKV;nan;2;101
2024-36;Berlin;Region Ost;1;m;60-199;5;PKV;nan;1;51
2024-36;Berlin;Region Ost;1;m;60-199;89111;GKV;nan;3;152
2024-36;Berlin;Region Ost;3;f;30-59;89112;GKV;nan;5;251
2024-36;Berlin;Region Ost;3;f;60-199;89111;GKV;nan;22;1107
2024-36;Berlin;Region Ost;3;f;60-199;89112;GKV;nan;1;50
2024-36;Berlin;Region Ost;3;m;60-199;89111;GKV;nan;12;603
2024-36;Berlin;Region Ost;3;m;60-199;89112;GKV;nan;1;50
2024-36;Brandenburg;Region Ost;1;f;30-59;89111;GKV;nan;1;5
2024-36;Brandenburg;Region Ost;1;f;30-59;89112;GKV;nan;1;5
2024-36;Brandenburg;Region Ost;1;f;60-199;89111;GKV;nan;3;15
2024-36;Brandenburg;Region Ost;1;m;30-59;89112;GKV;nan;1;5
2024-36;Brandenburg;Region Ost;1;m;60-199;89111;GKV;nan;4;21
2024-36;Brandenburg;Region Ost;3;f;60-199;375;PKV;Hypertonie;1;99
2024-36;Brandenburg;Region Ost;3;f;60-199;89111;GKV;nan;1;99
2024-36;Brandenburg;Region Ost;3;m;60-199;89111;GKV;Diabetes T2;1;99
2024-36;Brandenburg;Region Ost;3;m;60-199;89111;GKV;Hypertonie;1;99
2024-36;Brandenburg;Region Ost;3;m;60-199;89111;GKV;nan;2;198
2024-36;Bremen;Region Nord;1;f;0-29;89112;GKV;nan;1;35
2024-36;Bremen;Region Nord;1;f;60-199;89111;GKV;nan;1;35
2024-36;Bremen;Region Nord;1;m;30-59;375;GKV;nan;1;35
2024-36;Bremen;Region Nord;1;m;30-59;89112;GKV;nan;2;70
2024-36;Bremen;Region Nord;1;m;60-199;89111;GKV;nan;2;70
2024-36;Bremen;Region Nord;3;f;60-199;89111;GKV;nan;1;30
2024-36;Bremen;Region Nord;3;m;30-59;89112;GKV;nan;1;30
2024-36;Hamburg;Region Nord;1;m;60-199;89111;GKV;nan;1;28
2024-36;Hessen;Region West;1;f;30-59;89112;GKV;nan;1;38
2024-36;Hessen;Region West;1;f;60-199;89111;GKV;nan;2;75
2024-36;Hessen;Region West;1;m;30-59;89112;GKV;Hypertonie;1;38
2024-36;Hessen;Region West;1;m;30-59;89112;GKV;nan;3;113
2024-36;Hessen;Region West;1;m;60-199;89111;GKV;nan;1;38
2024-36;Hessen;Region West;3;f;30-59;89112;GKV;nan;2;96
2024-36;Hessen;Region West;3;f;60-199;377;PKV;nan;1;48
2024-36;Hessen;Region West;3;f;60-199;89111;GKV;COPD;1;48
2024-36;Hessen;Region West;3;f;60-199;89111;GKV;nan;2;96
2024-36;Hessen;Region West;3;m;0-29;89112;GKV;nan;2;96
2024-36;Hessen;Region West;3;m;60-199;375;PKV;nan;1;48
2024-36;Hessen;Region West;3;m;60-199;89111;GKV;Diabetes T2;1;48
2024-36;Hessen;Region West;3;m;60-199;89111;GKV;nan;4;192
2024-36;Mecklenburg-Vorpommern;Region Ost;1;f;60-199;89111;GKV;nan;1;41
2024-36;Niedersachsen;Region Nord;1;f;30-59;375;PKV;nan;1;39
2024-36;Niedersachsen;Region Nord;1;f;30-59;89112;GKV;Hypertonie;1;39
2024-36;Niedersachsen;Region Nord;1;f;30-59;89112;GKV;nan;2;77
2024-36;Niedersachsen;Region Nord;1;f;60-199;3595H1;PKV;nan;1;39
2024-36;Niedersachsen;Region Nord;1;f;60-199;375;PKV;nan;1;39
2024-36;Niedersachsen;Region Nord;1;f;60-199;89111;GKV;nan;8;309
2024-36;Niedersachsen;Region Nord;1;m;60-199;1;PKV;nan;1;39
2024-36;Niedersachsen;Region Nord;1;m;60-199;3;PKV;nan;1;39
2024-36;Niedersachsen;Region Nord;1;m;60-199;375;PKV;nan;1;39
2024-36;Niedersachsen;Region Nord;1;m;60-199;89111;GKV;nan;8;309
2024-36;Niedersachsen;Region Nord;2;f;60-199;89111;GKV;nan;2;46
2024-36;Niedersachsen;Region Nord;2;m;60-199;89111;GKV;nan;1;23
2024-36;Niedersachsen;Region Nord;3;f;60-199;2;PKV;nan;1;40
2024-36;Niedersachsen;Region Nord;3;f;60-199;89111;GKV;nan;1;40
2024-36;Niedersachsen;Region Nord;3;m;60-199;2;PKV;Hypertonie;1;40
2024-36;Niedersachsen;Region Nord;3;m;60-199;375;PKV;Hypertonie;1;40
2024-36;Niedersachsen;Region Nord;3;m;60-199;5;PKV;nan;1;40
2024-36;Niedersachsen;Region Nord;3;m;60-199;89111;GKV;nan;1;40
2024-36;Nordrhein-Westfalen;Region West;1;f;0-29;89112;GKV;Asthma;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;0-29;89112;GKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;30-59;2;PKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;30-59;89112;GKV;Chronische Leberkrankheit;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;30-59;89112;GKV;nan;9;285
2024-36;Nordrhein-Westfalen;Region West;1;f;30-59;89112Y;GKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;60-199;375;PKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;60-199;89111;GKV;Asthma;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;60-199;89111;GKV;COPD;2;63
2024-36;Nordrhein-Westfalen;Region West;1;f;60-199;89111;GKV;Hypertonie;1;32
2024-36;Nordrhein-Westfalen;Region West;1;f;60-199;89111;GKV;nan;34;1077
2024-36;Nordrhein-Westfalen;Region West;1;m;0-29;89112;GKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;30-59;89111;GKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;30-59;89112;GKV;Asthma;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;30-59;89112;GKV;Chronische Herzkreislauf;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;30-59;89112;GKV;Hypertonie;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;30-59;89112;GKV;nan;4;127
2024-36;Nordrhein-Westfalen;Region West;1;m;30-59;89112Y;GKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;60-199;375;PKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;60-199;89111;GKV;Diabetes T2;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;60-199;89111;GKV;Hypertonie;1;32
2024-36;Nordrhein-Westfalen;Region West;1;m;60-199;89111;GKV;nan;43;1362
2024-36;Nordrhein-Westfalen;Region West;1;m;60-199;89112;GKV;nan;1;32
2024-36;Nordrhein-Westfalen;Region West;2;f;30-59;89112;GKV;nan;4;221
2024-36;Nordrhein-Westfalen;Region West;2;f;60-199;89111;GKV;Hypertonie;1;55
2024-36;Nordrhein-Westfalen;Region West;2;f;60-199;89111;GKV;nan;7;387
2024-36;Nordrhein-Westfalen;Region West;2;m;30-59;89112;GKV;Diabetes T2;1;55
2024-36;Nordrhein-Westfalen;Region West;2;m;30-59;89112;GKV;nan;11;608
2024-36;Nordrhein-Westfalen;Region West;2;m;60-199;89111;GKV;Chronische Herzkreislauf;1;55
2024-36;Nordrhein-Westfalen;Region West;2;m;60-199;89111;GKV;Chronische Leberkrankheit;1;55
2024-36;Nordrhein-Westfalen;Region West;2;m;60-199;89111;GKV;Diabetes T2;1;55
2024-36;Nordrhein-Westfalen;Region West;2;m;60-199;89111;GKV;Hypertonie;2;110
2024-36;Nordrhein-Westfalen;Region West;2;m;60-199;89111;GKV;nan;5;276
2024-36;Nordrhein-Westfalen;Region West;3;f;30-59;2;PKV;nan;1;37
2024-36;Nordrhein-Westfalen;Region West;3;f;30-59;89111;GKV;nan;2;75
2024-36;Nordrhein-Westfalen;Region West;3;f;30-59;89112;GKV;Diabetes T2;1;37
2024-36;Nordrhein-Westfalen;Region West;3;f;30-59;89112;GKV;nan;2;75
2024-36;Nordrhein-Westfalen;Region West;3;f;60-199;89111;GKV;nan;14;525
2024-36;Nordrhein-Westfalen;Region West;3;m;30-59;89112;GKV;Chronische Herzkreislauf;1;37
2024-36;Nordrhein-Westfalen;Region West;3;m;30-59;89112;GKV;Diabetes T2;1;37
2024-36;Nordrhein-Westfalen;Region West;3;m;30-59;89112;GKV;nan;3;112
2024-36;Nordrhein-Westfalen;Region West;3;m;60-199;2;PKV;nan;1;37
2024-36;Nordrhein-Westfalen;Region West;3;m;60-199;89111;GKV;Chronische Herzkreislauf;1;37
2024-36;Nordrhein-Westfalen;Region West;3;m;60-199;89111;GKV;Diabetes T2;2;75
2024-36;Nordrhein-Westfalen;Region West;3;m;60-199;89111;GKV;nan;8;300
2024-36;Nordrhein-Westfalen;Region West;3;m;60-199;89112;GKV;nan;1;37
2024-36;Rheinland-Pfalz;Region West;1;f;60-199;377;PKV;nan;1;47
2024-36;Sachsen-Anhalt;Region Ost;1;f;30-59;375;PKV;nan;1;45
2024-36;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Diabetes T2;1;45
2024-36;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Hypertonie;1;45
2024-36;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;nan;1;45
2024-36;Schleswig-Holstein;Region Nord;1;f;0-29;89111;GKV;nan;1;29
2024-36;Schleswig-Holstein;Region Nord;1;f;60-199;89111;GKV;nan;2;59
2024-36;Schleswig-Holstein;Region Nord;1;m;60-199;375;PKV;nan;1;29
2024-36;Schleswig-Holstein;Region Nord;1;m;60-199;89111;GKV;nan;2;59
2024-36;Schleswig-Holstein;Region Nord;3;f;0-29;89112;GKV;nan;1;19
2024-36;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;Asthma;1;19
2024-36;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;Diabetes T2;1;19
2024-36;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;Hypertonie;1;19
2024-36;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;nan;3;58
2024-36;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;nan;7;134
2024-36;Schleswig-Holstein;Region Nord;3;m;60-199;34;PKV;nan;1;19
2024-36;Schleswig-Holstein;Region Nord;3;m;60-199;89111;GKV;nan;2;38
2024-36;Schleswig-Holstein;Region Nord;3;m;60-199;89112;GKV;nan;1;19
2024-36;Thüringen;Region Ost;1;m;0-29;89112;GKV;nan;1;25
2024-36;Thüringen;Region Ost;2;f;60-199;89111;GKV;Hypertonie;1;0
2024-36;Thüringen;Region Ost;3;m;60-199;89111;GKV;nan;1;48
2024-37;Baden-Württemberg;Region Süd;1;f;0-29;375;GKV;nan;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;0-29;375;PKV;nan;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;0-29;89112;GKV;nan;3;134
2024-37;Baden-Württemberg;Region Süd;1;f;30-59;3;PKV;nan;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;30-59;375;GKV;nan;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;30-59;89112;GKV;nan;3;134
2024-37;Baden-Württemberg;Region Süd;1;f;60-199;375;PKV;Hypertonie;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;Chronische Herzkreislauf;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;Diabetes T2;1;45
2024-37;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;nan;20;894
2024-37;Baden-Württemberg;Region Süd;1;m;0-29;89112;GKV;nan;1;45
2024-37;Baden-Württemberg;Region Süd;1;m;30-59;89112;GKV;nan;2;89
2024-37;Baden-Württemberg;Region Süd;1;m;60-199;375;PKV;nan;3;134
2024-37;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;Chronische Herzkreislauf;2;89
2024-37;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;Diabetes T2;1;45
2024-37;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;Hypertonie;3;134
2024-37;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;nan;17;760
2024-37;Baden-Württemberg;Region Süd;1;m;60-199;89112;GKV;nan;1;45
2024-37;Baden-Württemberg;Region Süd;2;m;60-199;750;PKV;COPD;1;87
2024-37;Baden-Württemberg;Region Süd;2;m;60-199;750;PKV;Diabetes T2;1;87
2024-37;Baden-Württemberg;Region Süd;3;f;0-29;89112;GKV;nan;1;63
2024-37;Baden-Württemberg;Region Süd;3;f;30-59;375;PKV;nan;2;127
2024-37;Baden-Württemberg;Region Süd;3;f;30-59;89112;GKV;nan;4;253
2024-37;Baden-Württemberg;Region Süd;3;f;60-199;375;PKV;nan;1;63
2024-37;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;COPD;1;63
2024-37;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;Diabetes T2;1;63
2024-37;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;nan;9;571
2024-37;Baden-Württemberg;Region Süd;3;m;30-59;89112;GKV;Chronische Herzkreislauf;1;63
2024-37;Baden-Württemberg;Region Süd;3;m;30-59;89112;GKV;nan;1;63
2024-37;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;Chronische Herzkreislauf;1;63
2024-37;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;nan;12;761
2024-37;Bayern;Region Süd;1;f;0-29;89112;GKV;Asthma;1;46
2024-37;Bayern;Region Süd;1;f;0-29;89112;GKV;nan;6;275
2024-37;Bayern;Region Süd;1;f;30-59;89111;GKV;nan;4;184
2024-37;Bayern;Region Süd;1;f;30-59;89112;GKV;Asthma;1;46
2024-37;Bayern;Region Süd;1;f;30-59;89112;GKV;Hypertonie;2;92
2024-37;Bayern;Region Süd;1;f;30-59;89112;GKV;nan;15;688
2024-37;Bayern;Region Süd;1;f;30-59;89112Z;GKV;nan;5;229
2024-37;Bayern;Region Süd;1;f;60-199;375;PKV;Hypertonie;1;46
2024-37;Bayern;Region Süd;1;f;60-199;375;PKV;nan;5;229
2024-37;Bayern;Region Süd;1;f;60-199;377;PKV;nan;1;46
2024-37;Bayern;Region Süd;1;f;60-199;89111;GKV;COPD;2;92
2024-37;Bayern;Region Süd;1;f;60-199;89111;GKV;Chronische Herzkreislauf;2;92
2024-37;Bayern;Region Süd;1;f;60-199;89111;GKV;Diabetes T2;3;138
2024-37;Bayern;Region Süd;1;f;60-199;89111;GKV;Hypertonie;2;92
2024-37;Bayern;Region Süd;1;f;60-199;89111;GKV;nan;59;2706
2024-37;Bayern;Region Süd;1;f;60-199;89112;GKV;nan;3;138
2024-37;Bayern;Region Süd;1;m;0-29;03003;GKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;0-29;89112;GKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;0-29;89112Y;GKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;30-59;377;PKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;30-59;89112;GKV;COPD;1;46
2024-37;Bayern;Region Süd;1;m;30-59;89112;GKV;Chronische Herzkreislauf;2;92
2024-37;Bayern;Region Süd;1;m;30-59;89112;GKV;nan;12;550
2024-37;Bayern;Region Süd;1;m;30-59;89112Y;GKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;30-59;89112Z;GKV;nan;8;367
2024-37;Bayern;Region Süd;1;m;60-199;375;PKV;Chronische Herzkreislauf;1;46
2024-37;Bayern;Region Süd;1;m;60-199;375;PKV;nan;6;275
2024-37;Bayern;Region Süd;1;m;60-199;7;PKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;60-199;89111;GKV;Asthma;2;92
2024-37;Bayern;Region Süd;1;m;60-199;89111;GKV;COPD;2;92
2024-37;Bayern;Region Süd;1;m;60-199;89111;GKV;Chronische Herzkreislauf;3;138
2024-37;Bayern;Region Süd;1;m;60-199;89111;GKV;Diabetes T2;3;138
2024-37;Bayern;Region Süd;1;m;60-199;89111;GKV;Hypertonie;3;138
2024-37;Bayern;Region Süd;1;m;60-199;89111;GKV;nan;56;2568
2024-37;Bayern;Region Süd;1;m;60-199;89112;GKV;nan;1;46
2024-37;Bayern;Region Süd;1;m;60-199;89112Z;GKV;nan;1;46
2024-37;Bayern;Region Süd;3;f;30-59;89111;GKV;nan;1;64
2024-37;Bayern;Region Süd;3;f;30-59;89112;GKV;nan;4;255
2024-37;Bayern;Region Süd;3;f;60-199;375;PKV;nan;1;64
2024-37;Bayern;Region Süd;3;f;60-199;89111;GKV;nan;19;1210
2024-37;Bayern;Region Süd;3;m;30-59;375;PKV;nan;1;64
2024-37;Bayern;Region Süd;3;m;30-59;89112Z;GKV;nan;2;127
2024-37;Bayern;Region Süd;3;m;60-199;375;PKV;nan;3;191
2024-37;Bayern;Region Süd;3;m;60-199;605A;PKV;nan;1;64
2024-37;Bayern;Region Süd;3;m;60-199;89111;GKV;nan;16;1018
2024-37;Berlin;Region Ost;1;f;0-29;89112;GKV;nan;1;51
2024-37;Berlin;Region Ost;1;f;30-59;89112;GKV;nan;6;303
2024-37;Berlin;Region Ost;1;f;30-59;89112Y;GKV;nan;1;51
2024-37;Berlin;Region Ost;1;f;60-199;375;PKV;nan;2;101
2024-37;Berlin;Region Ost;1;f;60-199;377;PKV;nan;1;51
2024-37;Berlin;Region Ost;1;f;60-199;89111;GKV;Asthma;1;51
2024-37;Berlin;Region Ost;1;f;60-199;89111;GKV;Chronische Leberkrankheit;1;51
2024-37;Berlin;Region Ost;1;f;60-199;89111;GKV;nan;29;1465
2024-37;Berlin;Region Ost;1;m;30-59;89112;GKV;nan;6;303
2024-37;Berlin;Region Ost;1;m;60-199;375;PKV;nan;1;51
2024-37;Berlin;Region Ost;1;m;60-199;89111;GKV;COPD;3;152
2024-37;Berlin;Region Ost;1;m;60-199;89111;GKV;Diabetes T1;1;51
2024-37;Berlin;Region Ost;1;m;60-199;89111;GKV;Hypertonie;5;253
2024-37;Berlin;Region Ost;1;m;60-199;89111;GKV;nan;36;1820
2024-37;Berlin;Region Ost;3;f;30-59;89111;GKV;nan;5;251
2024-37;Berlin;Region Ost;3;f;30-59;89112;GKV;Hypertonie;1;50
2024-37;Berlin;Region Ost;3;f;30-59;89112;GKV;nan;9;453
2024-37;Berlin;Region Ost;3;f;60-199;89111;GKV;Asthma;1;50
2024-37;Berlin;Region Ost;3;f;60-199;89111;GKV;COPD;1;50
2024-37;Berlin;Region Ost;3;f;60-199;89111;GKV;Chronische Herzkreislauf;1;50
2024-37;Berlin;Region Ost;3;f;60-199;89111;GKV;Hypertonie;1;50
2024-37;Berlin;Region Ost;3;f;60-199;89111;GKV;nan;39;1961
2024-37;Berlin;Region Ost;3;f;60-199;89112;GKV;nan;1;50
2024-37;Berlin;Region Ost;3;m;0-29;89112;GKV;nan;1;50
2024-37;Berlin;Region Ost;3;m;30-59;375;PKV;nan;1;50
